Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:14230000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
14230000;1;01/11/2022;;1;1;"1696,5413";"805,7333";"1239,377";28;16;2;2;2;"0,0";0;"1161,2513";"1290,8588";"1079,997";"1267,1251";"1322,617";"1382,506";"1483,2831";"1282,9395";"1259,2303";"1106,9723";"1041,6552";"965,6787";"842,4949";"842,4949";"838,8065";"805,7333";"813,0637";"894,412";"1087,6927";"1251,3436";"1358,4974";"1450,9062";"1450,9062";"1430,7314";"1414,6259";"1450,9062";"1577,0192";"1696,5413";"1684,1097";"1646,9076";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0
14230000;1;01/10/2022;;1;1;"1273,0516";"640,3456";"939,7303";31;3;1;1;1;"0,0";0;"686,4375";"650,9346";"640,3456";"734,8543";"822,2422";"862,8291";"924,3079";"935,5609";"886,9637";"838,8065";"798,4141";"763,8011";"736,658";"743,8801";"749,3044";"781,9866";"859,126";"1085,768";"1161,2513";"1147,6411";"1070,3898";"1087,6927";"1011,1497";"973,2329";"963,7917";"1122,4363";"1188,5516";"1206,1573";"1210,0754";"1213,9958";"1273,0516";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14230000;1;01/09/2022;;1;1;"2343,1873";"788,0143";"1425,1335";3;30;2;2;2;;0;"2272,7761";"2308,9734";"2343,1873";"2277,0264";"2142,1362";"1985,0023";"1823,2913";"1642,191";"1509,9226";"1408,6168";"1373,4457";"1401,1917";"1485,3542";"1563,2207";"1551,7561";"1525,0977";"1364,2318";"1274,8654";"1171,3179";"1096,1635";"1034,3331";"955,1498";"907,1863";"943,509";"940,1905";"945,1696";"948,493";"920,3483";"851,8477";"788,0143";;;;;;;;;2;;;;;;;;;;;;;;;2;;;2;2;2;2;;0
14230000;1;01/08/2022;;1;1;;;;;;0;0;0;;0;"2909,177";"2884,1614";"2811,735";"2742,0679";"2695,1538";"2679,5662";"2639,6008";"2597,5989";"2540,43";"2507,6108";"2485,798";"2429,3362";"2392,6162";"2326,0625";"2224,06";"2142,1362";"2090,0774";"2030,1423";"2032,2008";"2011,6415";"1950,3173";"1849,3059";"1732,077";"1646,071";"1628,6312";"1649,9537";"1667,4572";"1651,896";"1648,0121";"2146,3164";;2;;;;;;;;;2;;;;;;;;2;;;;;2;2;2;;2;2;;2;0
14230000;1;01/07/2022;;1;1;"3350,6226";"2483,6196";"3006,1624";16;7;1;1;1;;0;"2712,9988";"2650,6855";"2637,3855";"2595,3933";"2568,9697";"2560,1787";"2483,6196";"2872,8108";"2773,4697";"2836,5735";"2886,433";"2920,5676";"3044,3777";"3230,4202";"3322,229";"3350,6226";"3319,8657";"3277,4114";"3223,388";"3190,6277";"3137,012";"3134,6868";"3169,6172";"3232,7651";"3275,0574";"3258,592";"3253,892";"3188,2913";"3111,46";"3028,247";"2943,3865";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14230000;1;01/06/2022;;1;1;"3635,8154";"2156,7769";"2744,5217";1;20;3;3;3;;0;"3635,8154";"3556,0752";"3481,6216";"3402,8528";"3317,5032";"3218,7021";"3143,991";"3143,991";"3088,282";"2975,4163";"2809,4802";"2786,9585";"2773,4697";"2644,0332";"2579,9705";"2472,736";"2358,2002";"2251,5588";"2167,2515";"2156,7769";"2228,2844";"2260,039";"2240,9712";"2219,838";"2375,3906";"2453,1794";"2501,0613";"2684,017";"2724,169";"2684,017";;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;0
14230000;1;01/05/2022;;1;1;"3902,6833";"2347,4739";"3208,308";21;5;2;2;2;;0;"2568,9697";"2490,1562";"2485,798";"2403,4";"2347,4739";"2403,4";"2533,8564";"2816,2466";"2961,6772";"2998,354";"2993,7627";"2982,2925";"2996,058";"3014,44";"3053,6062";"3120,7449";"3104,5015";"3174,283";"3711,1729";"3868,111";"3902,6833";"3900,2112";"3850,8574";"3794,3193";"3782,0596";"3742,903";"3735,574";"3718,4885";"3691,6843";"3672,2246";"3638,2395";;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;2
14230000;1;01/04/2022;;1;1;"2827,5342";"1911,7556";"2375,2754";1;8;2;2;2;;0;"2827,5342";"2715,232";"2648,4675";"2236,74";"2050,7544";"1982,9573";"1923,9097";"1911,7556";"1934,0544";"1932,0243";"2112,939";"2154,6836";"2156,7769";"2110,858";"2509,795";"2568,9697";"2590,9841";"2602,0112";"2617,471";"2706,303";"2735,3518";"2630,7427";"2503,244";"2394,772";"2399,0847";"2429,3362";"2425,008";"2477,088";"2485,798";"2483,6196";;;;;;;;;2;;;;2;2;;;;;;;;;;;;;;;;;2;0
14230000;1;01/03/2022;;1;1;"2793,7097";"1611,2437";"2129,801";29;1;2;2;2;;0;"1611,2437";"1671,3538";"1702,6189";"1821,2946";"2121,2695";"2251,5588";"2319,65";"2247,322";"2125,4382";"2009,5887";"1917,83";"1819,2983";"1873,411";"1932,0243";"1927,9658";"1907,7091";"1899,6233";"1871,3989";"1993,1884";"2081,7815";"2245,2046";"2202,9717";"2194,5522";"2194,5522";"2308,9734";"2377,542";"2403,4";"2710,7666";"2793,7097";"2697,3826";"2789,2083";;;;;;;;;;2;;;;;;;;;;;;;;;;;;2;;2;
14230000;1;01/02/2022;;1;1;"1885,4962";"523,3549";"1106,4573";28;7;2;2;2;;0;"663,1541";"602,3167";"581,9236";"568,9184";"543,1575";"533,2304";"523,3549";"633,2722";"885,9122";"1092,7021";"1085,7887";"1065,1224";"1071,9988";"1197,8608";"1342,1895";"1316,6013";"1403,0469";"1617,0336";"1605,4594";"1530,7992";"1323,8981";"1197,8608";"1092,7021";"1229,9314";"1338,5255";"1294,779";"1753,7694";"1885,4962";;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;0;0;0
14230000;1;01/01/2022;;1;1;"1487,2401";"509,3373";"952,0085";2;15;2;2;2;;0;"1419,7751";"1487,2401";"1442,1656";"1345,8562";"1136,1885";"1113,5161";"1010,562";"910,4718";"807,0175";"714,8277";"637,7298";"596,47";"557,4278";"527,5809";"509,3373";"521,9483";"551,7072";"567,4785";"589,1842";"657,1469";"850,2349";"1235,2996";"1312,9572";"1356,873";"1378,9824";"1369,758";"1258,6371";"1090,9727";"943,509";"845,4018";"766,0053";;;;2;;2;;;;;;;;;;;;;;;2;;;;;;;;;;
14230000;2;01/10/2019;;1;1;"2127,81";"1080,0";"1711,6573";19;9;1;1;1;;;"1775,62";"1830,07";"1717,29";"1572,92";"1418,65";"1338,54";"1263,18";"1153,47";"1080,0";"1442,83";"1613,96";"1708,99";"1851,09";"1914,37";"1969,5";"2016,35";"2097,7";"2123,5";"2127,81";"2114,9";"2029,16";"1914,37";"1825,88";"1754,75";"1708,99";"1692,4";"1667,56";"1651,03";"1622,18";"1572,92";"1491,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14230000;2;01/09/2019;;1;1;"2033,43";"1134,06";"1643,172";7;26;1;1;1;;;"1792,35";"1771,45";"1738,09";"1918,6";"1986,52";"2003,56";"2033,43";"1995,03";"1905,91";"1897,46";"1880,58";"1842,68";"1771,45";"1750,58";"1733,93";"1742,25";"1754,75";"1696,54";"1597,52";"1475,18";"1338,54";"1263,18";"1239,53";"1239,53";"1180,74";"1134,06";"1275,03";"1414,63";"1442,83";"1479,23";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14230000;2;01/08/2019;;1;1;"3185,37";"1910,14";"2447,9006";2;31;1;1;1;;;"3098,07";"3185,37";"3143,97";"3061,44";"2929,25";"2798,04";"2658,91";"2534,29";"2388,7";"2283,74";"2248,93";"2231,56";"2292,46";"2318,64";"2459,11";"2512,14";"2512,14";"2494,44";"2463,52";"2410,67";"2340,5";"2288,1";"2240,24";"2209,88";"2166,62";"2162,3";"2166,62";"2179,58";"2140,73";"2054,82";"1910,14";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14230000;2;01/07/2019;;1;1;"3957,96";"2938,33";"3455,6958";8;27;1;1;1;;;"3567,57";"3626,97";"3753,63";"3827,18";"3864,28";"3882,91";"3932,85";"3957,96";"3939,12";"3889,13";"3839,52";"3808,71";"3771,94";"3668,9";"3526,34";"3379,76";"3454,32";"3412,35";"3324,03";"3226,87";"3199,19";"3162,36";"3125,6";"3088,91";"3052,29";"3015,74";"2938,33";"2988,38";"2992,94";"2942,88";"2965,61";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14230000;2;01/06/2019;;1;1;"3926,58";"3430,99";"3701,7393";1;7;1;1;1;;;"3926,58";"3851,89";"3759,73";"3674,92";"3549,87";"3444,98";"3430,99";"3538,09";"3603,14";"3567,57";"3579,41";"3723,24";"3821,02";"3901,59";"3914,07";"3926,58";"3926,58";"3901,59";"3870,48";"3827,18";"3814,86";"3778,05";"3656,89";"3626,97";"3609,09";"3621,01";"3603,14";"3561,67";"3502,91";"3538,09";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14230000;2;01/05/2019;;1;1;"4181,82";"1750,58";"3253,711";28;2;1;1;1;;;"1800,72";"1750,58";"1842,68";"1935,54";"2266,33";"2627,66";"2699,18";"2654,45";"2681,27";"2748,54";"3043,15";"3111,83";"3098,07";"3043,15";"3102,66";"3514,62";"3723,24";"3747,54";"3753,63";"3741,46";"3759,73";"3802,57";"3839,52";"3882,91";"3945,39";"4130,0";"4162,34";"4181,82";"4136,45";"4091,39";"4046,62";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14230000;2;01/04/2019;;1;1;"2046,26";"849,88";"1335,3617";28;15;1;1;1;;;"1122,44";"1172,94";"1165,15";"1161,25";"1106,97";"1034,01";"988,37";"920,56";"1041,65";"1370,49";"1294,82";"1302,75";"984,58";"875,81";"849,88";"973,23";"1056,96";"1169,04";"1382,51";"1487,34";"1572,92";"1626,3";"1671,69";"1663,42";"1552,47";"1634,54";"1893,24";"2046,26";"2024,89";"1914,37";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14230000;2;01/03/2019;;1;1;"1278,98";"448,42";"857,1781";30;3;1;1;1;;;"488,57";"451,74";"448,42";"448,42";"451,74";"491,94";"546,39";"573,97";"587,84";"591,32";"665,1";"857,28";"883,24";"849,88";"875,81";"853,58";"965,68";"1141,82";"1200,28";"1200,28";"1149,58";"1083,84";"1026,38";"1041,65";"1037,83";"1011,15";"995,95";"977,01";"1235,6";"1278,98";"1161,25";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14230000;2;01/02/2019;;1;1;"1426,7";"532,69";"1009,445";7;28;1;1;1;;;"988,37";"954,37";"905,6";"898,14";"1091,54";"1346,52";"1426,7";"1394,54";"1330,58";"1326,6";"1370,49";"1394,54";"1358,5";"1306,72";"1294,82";"1208,12";"1103,11";"977,01";"864,68";"780,16";"711,47";"675,75";"650,93";"626,27";"598,28";"580,9";"567,06";"532,69";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
14230000;2;01/01/2019;;1;1;"1342,53";"608,75";"964,15";25;15;1;1;1;;;"883,24";"809,4";"725,85";"675,75";"697,15";"776,52";"890,69";"1091,54";"1208,12";"1153,47";"1014,95";"864,68";"736,66";"633,3";"608,75";"615,75";"675,75";"802,07";"958,13";"1003,55";"1026,38";"1122,44";"1204,2";"1267,12";"1342,53";"1326,6";"1286,9";"1215,96";"1137,94";"1099,25";"1034,01";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14230000;2;01/12/2018;;1;1;"1626,3";"943,08";"1358,101";21;31;1;1;1;;;"1406,58";"1386,51";"1414,63";"1572,92";"1548,39";"1475,18";"1386,51";"1231,66";"1103,11";"1007,35";"950,6";"1003,55";"1231,66";"1386,51";"1479,23";"1507,64";"1467,08";"1450,91";"1467,08";"1605,74";"1626,3";"1609,85";"1589,32";"1556,56";"1556,56";"1487,34";"1334,56";"1208,12";"1099,25";"1007,35";"943,08";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14230000;2;01/11/2018;;1;1;"1454,95";"754,74";"970,873";29;9;1;1;1;;;"820,41";"798,41";"794,76";"802,07";"816,73";"864,68";"842,49";"783,81";"754,74";"813,06";"901,87";"924,31";"898,14";"868,39";"842,49";"827,76";"905,6";"950,6";"920,56";"864,68";"820,41";"791,11";"868,39";"1298,79";"1330,58";"1350,51";"1370,49";"1402,57";"1454,95";"1442,83";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14230000;2;01/10/2018;;1;1;"1334,56";"758,36";"951,6974";25;11;1;1;1;;;"1267,12";"1263,18";"1200,28";"1137,94";"1064,63";"1011,15";"950,6";"872,1";"816,73";"780,16";"758,36";"791,11";"879,53";"890,69";"838,81";"824,08";"816,73";"827,76";"849,88";"886,96";"905,6";"901,87";"875,81";"1037,83";"1334,56";"1200,28";"1022,57";"928,06";"883,24";"849,88";"835,12";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14230000;2;01/09/2018;;1;1;"2726,09";"1259,23";"2007,9557";1;30;1;1;1;;;"2726,09";"2676,8";"2583,13";"2476,76";"2371,16";"2375,54";"2459,11";"2516,56";"2529,85";"2490,02";"2397,49";"2270,68";"2149,35";"2033,43";"1982,26";"2041,98";"2029,16";"2037,71";"1986,52";"1893,24";"1783,98";"1651,03";"1560,65";"1454,95";"1338,54";"1286,9";"1290,86";"1298,79";"1286,9";"1259,23";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14230000;2;01/08/2018;;1;1;"4002,14";"2344,88";"3153,7898";1;26;1;1;1;;;"4002,14";"3995,81";"3945,39";"3932,85";"3920,33";"3914,07";"3858,08";"3735,38";"3603,14";"3458,99";"3356,52";"3263,82";"3226,87";"3226,87";"3254,58";"3213,03";"3139,38";"3047,72";"2947,42";"2852,21";"2807,06";"2717,11";"2592,03";"2472,35";"2384,32";"2344,88";"2353,63";"2379,93";"2476,76";"2623,21";"2721,6";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14230000;2;01/07/2018;;1;1;"4260,27";"3532,22";"3840,0112";13;3;1;1;1;;;"3585,33";"3573,49";"3532,22";"3615,05";"3771,94";"3858,08";"3926,58";"3964,25";"3983,17";"3970,55";"4084,97";"4227,47";"4260,27";"4227,47";"4130,0";"3995,81";"3989,49";"4033,88";"3976,86";"3858,08";"3784,17";"3759,73";"3717,18";"3650,9";"3609,09";"3591,26";"3585,33";"3579,41";"3573,49";"3723,24";"3901,59";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
