Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:14310000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
14310000;2;14/07/2018;01/01/1900 16:50;109;"742,0";"372,0";"627,0";"84,3";"0,593";"7,44";Guilherme / Marcus;4
14310000;1;14/07/2018;01/01/1900 16:50;109;"742,0";"372,0";"627,4";"84,3";"0,593";"7,44";Guilherme / Marcus;4
14310000;2;25/04/2018;01/01/1900 08:30;108;"715,0";"376,0";"567,0";"83,3";"0,663";"6,81";Daniel Garcia / Guilherme Costa;4
14310000;1;25/04/2018;01/01/1900 08:30;108;"715,0";"376,0";"567,1";"83,3";"0,663";"6,81";Daniel Garcia / Guilherme Costa;4
14310000;2;14/02/2018;01/01/1900 13:00;107;"373,0";"99,1";"328,0";"77,9";"0,3";"4,21";Daniel e Guilherme;4
14310000;1;14/02/2018;01/01/1900 13:00;107;"373,0";"99,1";"328,0";"77,9";"0,3";"4,21";Daniel e Guilherme;4
14310000;2;29/11/2017;01/01/1900 13:12;106;"459,0";"150,0";"384,0";"76,6";"0,392";"5,02";;
14310000;1;29/11/2017;01/01/1900 13:12;106;"459,0";"150,0";"384,0";"76,6";"0,392";"5,02";;0
14310000;2;21/07/2017;01/01/1900 15:31;105;"540,0";"222,0";"449,0";"82,4";"0,49";"5,45";;
14310000;1;21/07/2017;01/01/1900 15:31;105;"540,0";"222,0";"449,0";"82,4";"0,49";"5,45";;0
14310000;2;25/05/2017;01/01/1900 14:44;104;"717,0";"384,0";"581,0";"83,8";"0,661";"6,93";Daniel Garcia de Oliveira;4
14310000;1;25/05/2017;01/01/1900 14:44;104;"717,0";"384,0";"581,0";"83,8";"0,661";"6,93";Daniel Garcia de Oliveira;4
14310000;2;23/05/2017;01/01/1900 11:28;103;"651,0";"312,0";"535,0";"82,6";"0,585";"6,47";Daniel Garcia de Oliveira;4
14310000;1;23/05/2017;01/01/1900 11:28;103;"651,0";"312,0";"535,0";"82,6";"0,585";"6,47";Daniel Garcia de Oliveira;4
14310000;2;02/02/2017;01/01/1900 15:00;102;"833,0";"481,0";"683,0";"89,7";"0,7";"7,62";;
14310000;1;02/02/2017;01/01/1900 15:00;102;"833,0";"481,0";"682,8";"89,7";"0,7";"7,62";;
14310000;2;12/10/2016;01/01/1900 17:27;101;"783,0";"464,0";"639,0";"86,4";"0,726";"7,4";;
14310000;1;12/10/2016;01/01/1900 17:27;101;"783,0";"463,73";"639,07";"86,428";"0,726";"6,66";;
14310000;2;15/07/2016;01/01/1900 08:23;100;"762,0";"392,0";"603,0";"78,9";"0,65";"7,64";;
14310000;1;15/07/2016;01/01/1900 08:23;100;"762,0";"392,07";"603,37";"78,872";"0,65";"6,81";;
14310000;2;26/10/2015;01/01/1900 09:26;99;"407,0";"128,0";"380,0";"83,2";"0,337";"4,6";;
14310000;1;26/10/2015;01/01/1900 09:26;99;"407,0";"128,045";"380,3";"83,23";"0,337";"3,4";;
14310000;2;10/07/2015;01/01/1900 16:28;98;"934,0";"585,0";"822,0";"89,3";"0,712";"9,2";;
14310000;1;10/07/2015;01/01/1900 16:28;98;"934,0";"585,32";"821,62";"89,35";"0,712";"9,2";;
14310000;2;12/02/2015;01/01/1900 12:04;97;"638,0";"296,0";"534,0";"83,5";"0,554";"6,4";;
14310000;1;12/02/2015;01/01/1900 12:04;97;"638,0";"295,798";"534,1";"83,51";"0,554";"5,2";;
14310000;2;06/11/2014;01/01/1900 12:16;96;"516,0";"204,685";"427,144";"81,854";"0,48";"3,72";;0
14310000;1;06/11/2014;01/01/1900 12:16;96;"516,0";"204,685";"427,144";"81,854";"0,48";"3,72";;
14310000;2;11/05/2014;01/01/1900 07:45;95;"748,0";"365,27";"601,1";"83,57";"0,608";"7,19";;0
14310000;1;11/05/2014;01/01/1900 07:45;95;"748,0";"365,27";"601,1";"83,57";"0,608";"7,19";;
14310000;2;22/10/2013;01/01/1900 16:30;94;"415,0";"202,197";"350,06";"82,65";"0,578";"4,23";;0
14310000;1;22/10/2013;01/01/1900 16:30;94;"522,0";"202,197";"350,06";"82,65";"0,578";"4,23";;
14310000;2;20/07/2013;01/01/1900 09:20;93;"677,0";"358,533";"612,62";"85,0";"0,585";"7,21";;0
14310000;1;20/07/2013;01/01/1900 09:20;93;"677,0";"358,533";"612,62";"85,0";"0,585";"7,21";;
14310000;2;08/05/2013;01/01/1900 11:15;92;"477,0";"177,749";"413,25";"81,26";"0,43";"5,09";;0
14310000;1;08/05/2013;01/01/1900 11:15;92;"477,0";"177,749";"413,25";"81,26";"0,43";"5,09";;
14310000;2;06/11/2012;01/01/1900 10:15;91;"488,0";"202,43";"412,6";"79,6371";"0,491";"5,181";;0
14310000;1;06/11/2012;01/01/1900 10:15;91;"488,0";"202,43";"412,6";"71,71";"0,491";"5,181";;
14310000;2;19/07/2012;01/01/1900 09:27;90;"820,0";"467,12";"632,928";"83,28";"0,738";"7,6";;0
14310000;1;19/07/2012;01/01/1900 09:27;90;"820,0";"467,12";"1028,14";"83,28";"0,456";"7,6";;
14310000;1;27/04/2012;01/01/1900 16:28;89;"670,0";"319,92";"682,32";"61,44";"0,471";"7,32";;
14310000;2;16/12/2011;01/01/1900 07:10;88;"559,0";"229,409";"475,18";"83,3";"0,483";"5,7";;0
14310000;1;16/12/2011;01/01/1900 07:10;88;"559,0";"229,409";"475,18";"83,3";"0,483";"5,7";;
14310000;2;30/09/2011;01/01/1900 16:30;87;"484,0";"161,588";"337,38";"81,79";"0,479";"4,12";;0
14310000;1;30/09/2011;01/01/1900 16:30;87;"484,0";"161,588";"337,38";"81,79";"0,479";"4,12";;
14310000;2;04/07/2011;01/01/1900 14:10;86;"840,0";"470,836";"663,51";"86,3";"0,71";"7,69";;0
14310000;1;04/07/2011;01/01/1900 14:10;86;"840,0";"470,836";"663,51";"86,3";"0,71";"7,69";;
14310000;2;27/03/2011;01/01/1900 16:40;85;"642,0";"315,895";"494,93";"82,9";"0,638";"5,97";;0
14310000;1;27/03/2011;01/01/1900 16:40;85;"642,0";"315,895";"494,93";"82,9";"0,638";"5,97";;
14310000;2;31/07/2010;01/01/1900 12:45;84;"773,0";"420,926";"638,025";"87,65";"0,66";"7,28";;0
14310000;1;31/07/2010;01/01/1900 12:45;84;"773,0";"420,926";"638,025";"87,65";"0,66";"7,28";;
14310000;2;06/05/2010;01/01/1900 09:55;83;"767,0";"341,313";"581,52";"86,85";"0,587";"6,7";;0
14310000;1;06/05/2010;01/01/1900 09:55;83;"767,0";"341,313";"581,52";"86,85";"0,587";"6,7";;
14310000;2;23/08/2009;01/01/1900 08:10;82;"537,0";"224,87";"447,03";"82,0";"0,503";"5,45";;0
14310000;1;23/08/2009;01/01/1900 08:10;82;"537,0";"224,87";"447,03";"82,0";"0,503";"5,45";;
14310000;2;23/05/2009;01/01/1900 10:00;81;"711,0";"298,135";"521,76";"85,0";"0,571";"6,14";;0
14310000;1;23/05/2009;01/01/1900 10:00;81;"711,0";"298,135";"521,76";"85,0";"0,571";"6,14";;
14310000;2;04/11/2008;01/01/1900 12:20;80;"606,0";"282,382";"512,67";"84,5";"0,551";"6,07";;0
14310000;1;04/11/2008;01/01/1900 12:20;80;"606,0";"282,382";"512,67";"84,5";"0,551";"6,07";;
14310000;2;05/08/2008;01/01/1900 09:15;79;"495,0";"178,056";"381,99";"80,2";"0,466";"4,76";;0
14310000;1;05/08/2008;01/01/1900 09:15;79;"495,0";"178,056";"381,99";"80,2";"0,466";"4,76";;
14310000;2;15/04/2008;01/01/1900 09:00;78;"484,0";"162,018";"383,99";"82,0";"0,422";"4,68";;0
14310000;1;15/04/2008;01/01/1900 09:00;78;"484,0";"162,018";"383,99";"82,0";"0,422";"4,68";;
14310000;2;25/10/2007;01/01/1900 09:00;77;"482,0";"164,0";"404,0";"81,35";"0,406";"4,97";;0
14310000;1;25/10/2007;01/01/1900 09:00;77;"482,0";"164,0";"404,0";"81,35";"0,406";"4,97";;
14310000;2;19/07/2007;01/01/1900 12:20;76;"953,0";"670,0";"837,0";"94,15";"0,8";"8,89";;0
14310000;1;19/07/2007;01/01/1900 12:20;76;"953,0";"670,0";"837,0";"94,15";"0,8";"8,89";;
14310000;2;01/09/2006;01/01/1900 10:15;75;"443,0";"150,556";"393,82";"80,85";"0,382";"4,87";;
14310000;1;01/09/2006;01/01/1900 10:15;75;"443,0";"150,556";"393,82";"80,85";"0,382";"4,87";;
14310000;2;26/08/2005;01/01/1900 18:35;73;"675,0";"312,381";"595,61";"85,75";"0,524";"6,95";;
14310000;1;26/08/2005;01/01/1900 18:35;73;"675,0";"312,381";"595,61";"85,75";"0,524";"6,95";;
14310000;2;13/10/2004;01/01/1900 11:25;73;"685,0";"312,069";"577,32";"85,35";"0,541";"6,76";;
14310000;1;13/10/2004;01/01/1900 11:25;73;"685,0";"312,069";"577,32";"85,35";"0,541";"6,76";;
14310000;2;23/07/2004;01/01/1900 10:55;69;"609,0";"282,6";"533,32";"84,9";"0,53";"6,28";;
14310000;2;23/07/2004;01/01/1900 10:55;70;"702,0";"282,6";"533,32";"84,9";"0,53";"6,28";;0
14310000;1;23/07/2004;01/01/1900 10:55;69;"609,0";"282,6";"533,32";"84,9";"0,53";"6,28";;
14310000;2;01/10/2003;01/01/1900 08:30;70;"686,0";"338,0";"567,0";"84,7";"0,596";"6,69";;
14310000;2;01/10/2003;01/01/1900 08:30;71;"686,0";"338,0";"567,0";"84,7";"0,596";"6,69";;0
14310000;1;01/10/2003;01/01/1900 08:30;70;"686,0";"338,0";"567,0";"84,7";"0,596";"6,69";;
14310000;2;05/07/2003;01/01/1900 14:00;69;"932,0";"582,708";"785,31";"91,8";"0,742";"8,55";;
14310000;2;05/07/2003;01/01/1900 14:00;70;"932,0";"582,708";"785,31";"91,8";"0,742";"8,55";;0
14310000;1;05/07/2003;01/01/1900 14:00;69;"932,0";"582,708";"785,31";"91,8";"0,742";"8,55";;
14310000;2;06/11/2002;01/01/1900 11:50;68;"545,0";"231,97";"472,97";"83,5";"0,489";"5,68";;
14310000;2;06/11/2002;01/01/1900 11:50;66;"545,0";"231,97";"472,97";"83,5";"0,489";"5,68";;
14310000;2;06/11/2002;01/01/1900 11:50;69;"545,0";"231,97";"472,97";"83,5";"0,489";"5,68";;0
14310000;1;06/11/2002;01/01/1900 11:50;68;"545,0";"231,97";"472,97";"83,5";"0,489";"5,68";;
14310000;2;08/08/2002;01/01/1900 07:55;68;"755,0";"323,218";"640,04";"87,2";"0,505";"7,34";;0
14310000;2;08/08/2002;01/01/1900 07:55;65;"755,0";"323,218";"640,04";"87,2";"0,505";"7,34";;
14310000;2;08/08/2002;01/01/1900 07:55;67;"755,0";"323,218";"640,04";"87,2";"0,505";"7,34";;
14310000;1;08/08/2002;01/01/1900 07:55;67;"755,0";"323,218";"640,04";"87,2";"0,505";"7,34";;
14310000;2;26/04/2002;01/01/1900 13:30;66;"1002,0";"684,0";"859,0";"98,2";"0,797";"8,75";;
14310000;2;26/04/2002;01/01/1900 13:30;64;"1002,0";"684,0";"859,0";"98,2";"0,797";"8,75";;
14310000;2;26/04/2002;01/01/1900 13:30;67;"1002,0";"684,0";"859,0";"98,2";"0,797";"8,75";;0
14310000;1;26/04/2002;01/01/1900 13:30;66;"1002,0";"684,0";"859,0";"98,2";"0,797";"8,75";;
14310000;2;05/12/2001;01/01/1900 10:40;66;"443,0";"165,64";"388,34";"80,45";"0,427";"4,83";;0
14310000;2;05/12/2001;01/01/1900 10:40;65;"443,0";"165,64";"388,34";"80,45";"0,427";"4,83";;
14310000;1;05/12/2001;01/01/1900 10:40;65;"443,0";"165,64";"388,34";"80,45";"0,427";"4,83";;
14310000;2;29/08/2001;01/01/1900 08:45;64;"563,0";"234,47";"458,58";"83,4";"5,53";"0,511";;
14310000;2;29/08/2001;01/01/1900 08:45;65;"563,0";"254,0";"458,58";"83,4";"0,553";"5,11";;0
14310000;1;29/08/2001;01/01/1900 08:45;64;"563,0";"234,47";"458,58";"83,4";"5,53";"0,511";;
14310000;2;23/05/2001;01/01/1900 17:20;64;"994,0";"644,0";"833,0";"97,5";"0,773";"8,55";;
14310000;1;23/05/2001;01/01/1900 17:20;64;"994,0";"644,0";"833,0";"97,5";"0,773";"8,55";;
14310000;2;02/12/2000;01/01/1900 15:30;60;"514,0";"205,2";"455,7";"82,0";"0,45";"5,56";;
14310000;2;02/12/2000;01/01/1900 15:30;63;"424,0";"205,2";"455,7";"82,0";"0,45";"5,56";;0
14310000;1;02/12/2000;01/01/1900 15:30;63;"514,0";"205,2";"455,7";"82,0";"0,45";"5,56";;
14310000;2;27/08/2000;01/01/1900 07:00;59;"543,0";"241,0";"461,0";"82,8";"0,522";"5,57";;
14310000;2;27/08/2000;01/01/1900 07:00;62;"543,0";"241,0";"461,0";"82,8";"0,522";"5,57";;0
14310000;1;27/08/2000;01/01/1900 07:00;62;"543,0";"241,0";"461,0";"82,8";"0,522";"5,57";;
14310000;2;24/06/2000;01/01/1900 07:00;58;"890,0";"589,0";"749,0";"90,5";"0,787";"8,28";;
14310000;2;24/06/2000;01/01/1900 07:00;61;"890,0";"589,0";"749,0";"90,5";"0,787";"8,28";;0
14310000;1;24/06/2000;01/01/1900 07:00;61;"890,0";"589,0";"749,0";"90,5";"0,787";"8,28";;
14310000;2;26/02/2000;01/01/1900 07:00;57;"641,0";"333,0";"527,0";"84,6";"0,632";"6,23";;
14310000;2;26/02/2000;01/01/1900 07:00;60;"641,0";"333,0";"527,0";"84,6";"0,632";"6,23";;0
14310000;1;26/02/2000;01/01/1900 07:00;60;"641,0";"333,0";"527,0";"84,6";"0,632";"6,23";;
14310000;2;03/12/1999;01/01/1900 07:00;56;"426,0";"144,0";"351,0";"80,4";"0,412";"4,36";;
14310000;2;03/12/1999;01/01/1900 07:00;59;"426,0";"144,0";"351,0";"80,4";"0,412";"4,36";;0
14310000;1;03/12/1999;01/01/1900 07:00;59;"426,0";"144,0";"351,0";"80,4";"0,412";"4,36";;
14310000;2;26/08/1999;01/01/1900 07:00;55;"430,0";"145,0";"376,0";"80,0";"0,385";"4,69";;
14310000;2;26/08/1999;01/01/1900 07:00;58;"430,0";"145,0";"376,0";"80,0";"0,385";"4,69";;0
14310000;1;26/08/1999;01/01/1900 07:00;58;"430,0";"145,0";"376,0";"80,0";"0,385";"4,69";;
14310000;2;27/05/1999;01/01/1900 07:00;54;"1107,0";"888,0";"972,0";"98,2";"0,914";"9,9";;
14310000;2;27/05/1999;01/01/1900 07:00;57;"1107,0";"888,0";"972,0";"98,2";"0,914";"9,9";;0
14310000;1;27/05/1999;01/01/1900 07:00;57;"1107,0";"888,0";"972,0";"98,2";"0,914";"9,9";;
14310000;2;26/02/1999;01/01/1900 07:00;53;"749,0";"382,0";"629,0";"86,3";"0,607";"7,28";;
14310000;2;26/02/1999;01/01/1900 07:00;56;"749,0";"382,0";"629,0";"86,3";"0,607";"7,28";;0
14310000;1;26/02/1999;01/01/1900 07:00;56;"749,0";"382,0";"629,0";"86,3";"0,607";"7,28";;
14310000;2;22/11/1998;01/01/1900 07:00;52;"770,0";"379,0";"630,4";"87,4";"0,602";"7,21";;
14310000;2;22/11/1998;01/01/1900 07:00;55;"770,0";"379,0";"630,4";"87,4";"0,602";"7,21";;0
14310000;1;22/11/1998;01/01/1900 07:00;55;"770,0";"379,0";"630,4";"87,4";"0,602";"7,21";;
14310000;2;11/09/1998;01/01/1900 07:00;51;"892,0";"579,0";"762,0";"78,0";"0,76";"9,77";;
14310000;1;11/09/1998;01/01/1900 07:00;54;"892,0";"579,0";"762,0";"78,0";"0,76";"9,77";;
14310000;2;01/06/1998;01/01/1900 07:00;50;"786,0";"455,0";"665,0";"87,6";"0,684";"7,6";;
14310000;1;01/06/1998;01/01/1900 07:00;53;"786,0";"455,0";"665,0";"87,6";"0,684";"7,6";;
14310000;1;01/06/1998;01/01/1900 07:00;50;"786,0";"455,0";"665,0";"87,6";"0,684";"7,6";;
14310000;2;22/12/1997;01/01/1900 07:00;49;"550,0";"243,0";"457,0";"83,1";"0,53";"5,5";;
14310000;1;22/12/1997;01/01/1900 07:00;52;"550,0";"243,0";"457,0";"83,1";"0,53";"5,5";;
14310000;1;22/12/1997;01/01/1900 07:00;49;"550,0";"243,0";"457,0";"83,1";"0,53";"5,5";;
14310000;2;25/08/1997;01/01/1900 07:00;48;"613,0";"277,0";"491,0";"84,3";"0,563";"5,82";;
14310000;1;25/08/1997;01/01/1900 07:00;51;"613,0";"277,0";"491,0";"84,3";"0,563";"5,82";;
14310000;1;25/08/1997;01/01/1900 07:00;48;"613,0";"277,0";"491,0";"84,3";"0,563";"5,82";;
14310000;2;30/05/1997;01/01/1900 07:00;47;"889,0";"545,0";"741,0";"90,5";"0,736";"8,19";;
14310000;1;30/05/1997;01/01/1900 07:00;47;"889,0";"545,0";"741,0";"90,5";"0,736";"8,19";;
14310000;2;23/09/1996;01/01/1900 07:00;46;"489,0";"187,0";"370,0";"81,8";"0,507";"4,52";;
14310000;1;23/09/1996;01/01/1900 07:00;46;"489,0";"187,0";"370,0";"81,8";"0,507";"4,52";;
14310000;2;30/06/1996;01/01/1900 07:00;45;"919,0";"558,0";"761,0";"91,4";"0,733";"8,33";;
14310000;1;30/06/1996;01/01/1900 07:00;45;"919,0";"558,0";"761,0";"91,4";"0,733";"8,33";;
14310000;2;29/02/1996;01/01/1900 07:00;44;"601,0";"287,0";"474,0";"84,0";"0,605";"5,64";;
14310000;1;29/02/1996;01/01/1900 07:00;44;"601,0";"287,0";"474,0";"84,0";"0,605";"5,64";;
14310000;2;07/12/1995;01/01/1900 07:00;43;"569,0";"265,0";"461,0";"83,3";"0,575";"5,54";;
14310000;1;07/12/1995;01/01/1900 07:00;43;"569,0";"265,0";"461,0";"83,3";"0,575";"5,54";;
14310000;2;16/08/1995;01/01/1900 07:00;42;"462,0";"163,0";"380,0";"80,6";"0,428";"4,71";;
14310000;1;16/08/1995;01/01/1900 07:00;42;"462,0";"163,0";"380,0";"80,6";"0,428";"4,71";;
14310000;2;08/06/1995;01/01/1900 07:00;41;"955,0";"602,0";"774,0";"93,7";"0,778";"8,26";;
14310000;1;08/06/1995;01/01/1900 07:00;41;"955,0";"602,0";"774,0";"93,7";"0,778";"8,26";;
14310000;2;25/10/1994;01/01/1900 07:00;40;"550,0";"240,0";"451,0";"83,6";"0,532";"5,39";;
14310000;1;25/10/1994;01/01/1900 07:00;40;"550,0";"240,0";"451,0";"83,6";"0,532";"5,39";;
14310000;2;19/06/1994;01/01/1900 07:00;39;"1001,0";"702,0";"847,0";"98,2";"0,829";"8,63";;
14310000;1;19/06/1994;01/01/1900 07:00;39;"1001,0";"702,0";"847,0";"98,2";"0,829";"8,63";;
14310000;2;31/12/1993;01/01/1900 07:00;38;"462,0";"149,0";"344,0";"81,3";"0,433";"4,23";;
14310000;1;31/12/1993;01/01/1900 07:00;38;"462,0";"149,0";"344,0";"81,3";"0,433";"4,23";;
14310000;2;17/12/1992;01/01/1900 07:00;37;"940,0";"624,0";"764,0";"91,8";"0,817";"8,32";;
14310000;1;17/12/1992;01/01/1900 07:00;37;"940,0";"624,0";"764,0";"91,8";"0,817";"8,32";;
14310000;2;13/10/1991;01/01/1900 07:00;36;"388,0";"79,9";"316,0";"77,9";"0,253";"4,06";;
14310000;1;13/10/1991;01/01/1900 07:00;36;"388,0";"79,9";"316,0";"77,9";"0,253";"4,06";;
14310000;2;18/11/1990;01/01/1900 07:00;35;"558,0";"186,0";"467,6";"82,45";"0,399";"5,67";;
14310000;1;18/11/1990;01/01/1900 07:00;35;"558,0";"186,0";"467,6";"82,45";"0,399";"5,67";;
14310000;2;30/06/1990;01/01/1900 07:00;34;"872,0";"432,0";"744,0";"90,0";"0,58";"8,27";;
14310000;1;30/06/1990;01/01/1900 07:00;34;"872,0";"432,0";"744,0";"90,0";"0,58";"8,27";;
14310000;2;01/03/1990;01/01/1900 07:00;33;"343,0";"60,9";"288,0";"75,8";"0,211";"3,8";;
14310000;1;01/03/1990;01/01/1900 07:00;33;"343,0";"60,9";"288,0";"75,8";"0,211";"3,8";;
14310000;2;20/10/1989;01/01/1900 07:00;32;"673,0";"266,0";"577,0";"84,8";"0,461";"6,81";;
14310000;1;20/10/1989;01/01/1900 07:00;32;"673,0";"266,0";"577,0";"84,8";"0,461";"6,81";;
14310000;2;21/06/1989;01/01/1900 07:00;31;"1146,0";"837,0";"1009,0";"98,2";"0,83";"10,28";;
14310000;1;21/06/1989;01/01/1900 07:00;31;"1146,0";"837,0";"1009,0";"98,2";"0,83";"10,28";;
14310000;2;05/03/1989;01/01/1900 07:00;30;"648,0";"276,0";"505,0";"84,0";"0,547";"6,02";;
14310000;1;05/03/1989;01/01/1900 07:00;30;"648,0";"276,0";"505,0";"84,0";"0,547";"6,02";;
14310000;2;28/09/1988;01/01/1900 07:00;29;"385,0";"83,7";"293,0";"78,0";"0,286";"3,75";;
14310000;1;28/09/1988;01/01/1900 07:00;29;"385,0";"83,7";"293,0";"78,0";"0,286";"3,75";;
14310000;2;11/06/1988;01/01/1900 07:00;28;"661,0";"270,0";"523,0";"84,3";"0,516";"6,2";;0
14310000;1;11/06/1988;01/01/1900 07:00;28;"661,0";"282,0";"523,0";"84,3";"0,516";"6,2";;
14310000;2;12/03/1988;01/01/1900 07:00;27;"321,0";"48,0";"276,0";"75,0";"0,174";"3,68";;
14310000;1;12/03/1988;01/01/1900 07:00;27;"321,0";"48,0";"276,0";"75,0";"0,174";"3,68";;
14310000;2;06/12/1987;01/01/1900 07:00;26;"482,0";"135,0";"381,0";"80,9";"0,354";"4,7";;
14310000;1;06/12/1987;01/01/1900 07:00;26;"482,0";"135,0";"381,0";"80,9";"0,354";"4,7";;
14310000;2;01/10/1987;01/01/1900 07:00;25;"640,0";"286,0";"501,0";"84,0";"0,571";"5,96";;
14310000;1;01/10/1987;01/01/1900 07:00;25;"640,0";"286,0";"501,0";"84,0";"0,571";"5,96";;
14310000;2;20/07/1987;01/01/1900 07:00;24;"749,0";"358,0";"603,0";"85,6";"0,593";"7,04";;
14310000;1;20/07/1987;01/01/1900 07:00;24;"749,0";"358,0";"603,0";"85,6";"0,593";"7,04";;
14310000;2;15/04/1987;01/01/1900 07:00;23;"834,0";"451,0";"681,0";"89,0";"0,663";"7,65";;
14310000;1;15/04/1987;01/01/1900 07:00;23;"834,0";"451,0";"681,0";"89,0";"0,663";"7,65";;
14310000;2;12/02/1987;01/01/1900 07:00;22;"743,0";"399,0";"623,2";"86,5";"0,641";"7,2";;
14310000;1;12/02/1987;01/01/1900 07:00;22;"743,0";"399,0";"623,2";"86,5";"0,641";"7,2";;
14310000;2;19/10/1986;01/01/1900 07:00;21;"654,0";"287,0";"553,5";"84,5";"0,518";"6,55";;
14310000;1;19/10/1986;01/01/1900 07:00;21;"654,0";"287,0";"553,5";"84,5";"0,518";"6,55";;
