Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:14215000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
14215000;2;01/02/2018;01/01/1900 13:00;19;"505,0";"128,0";"256,0";"72,2";"0,5";"3,54";Daniel e Guilherme;4
14215000;1;01/02/2018;01/01/1900 13:00;19;"505,0";"128,0";"255,8";"72,2";"0,5";"3,54";Daniel e Guilherme;4
14215000;2;05/12/2017;01/01/1900 14:04;18;"342,0";"61,8";"156,0";"67,5";"0,397";"2,3";;
14215000;1;05/12/2017;01/01/1900 14:04;18;"342,0";"61,8";"155,6";"67,5";"0,397";"2,3";;0
14215000;2;02/08/2017;01/01/1900 10:12;17;"834,0";"354,0";"494,0";"77,9";"0,72";"6,34";;
14215000;1;02/08/2017;01/01/1900 10:12;17;"934,0";"354,0";"494,0";"77,9";"0,72";"8,33";;0
14215000;2;08/06/2017;01/01/1900 10:40;16;"546,0";"183,0";"293,0";"69,6";"0,624";"4,21";Daniel Garcia de Oliveira;4
14215000;1;08/06/2017;01/01/1900 10:40;16;"546,0";"183,0";"293,0";"69,6";"0,624";"4,21";Daniel Garcia de Oliveira;4
14215000;2;26/01/2017;01/01/1900 13:16;112;"275,0";"44,6";"109,0";"62,0";"0,41";"1,76";;
14215000;1;26/01/2017;01/01/1900 13:16;112;"275,0";"44,6";"109,2";"62,0";"0,41";"1,76";;
14215000;2;25/10/2016;01/01/1900 13:41;14;"611,0";"226,0";"343,0";"73,6";"0,659";"4,66";;
14215000;1;25/10/2016;01/01/1900 13:41;14;"611,0";"225,77";"342,59";"73,607";"0,659";"3,8";;
14215000;2;25/07/2016;01/01/1900 12:22;13;"853,0";"351,0";"563,0";"93,3";"0,623";"6,03";;
14215000;1;25/07/2016;01/01/1900 12:22;13;"853,0";"351,0";"563,0";"93,32";"0,623";"6,65";;
14215000;2;20/10/2015;01/01/1900 10:55;12;"726,0";"267,0";"366,0";"71,4";"0,729";"5,13";;
14215000;1;20/10/2015;01/01/1900 10:55;12;"726,0";"267,0";"366,0";"71,43";"0,729";"4,73";;
14215000;2;04/07/2015;01/01/1900 08:13;11;"874,0";"352,0";"540,0";"83,6";"0,651";"6,46";;
14215000;1;04/07/2015;01/01/1900 08:13;11;"8740,0";"351,67";"540,11";"83,58";"0,651";"6,46";;
14215000;2;22/10/2014;01/01/1900 13:19;10;"776,0";"297,682";"413,5";"71,669";"0,72";"5,79";;0
14215000;1;22/10/2014;01/01/1900 13:19;10;"776,0";"297,682";"413,5";"71,669";"0,72";"5,79";;
14215000;2;02/11/2013;01/01/1900 13:45;9;"587,0";"187,4";"319,0";"70,26";"0,588";"4,53";;0
14215000;1;02/11/2013;01/01/1900 13:45;9;"587,0";"1874,0";"319,0";"70,26";"0,588";"453,0";;
14215000;2;22/11/2012;01/01/1900 11:52;8;"452,0";"136,55";"246,6";"66,08";"0,554";"3,568";;0
14215000;1;22/11/2012;01/01/1900 11:52;8;"452,0";"136,55";"246,6";"66,08";"0,554";"3,568";;
14215000;2;08/08/2012;01/01/1900 13:02;7;"711,0";"265,16";"388,0";"66,66";"0,684";"6,114";;0
14215000;1;08/08/2012;01/01/1900 13:02;7;"711,0";"265,16";"388,0";"66,66";"0,684";"6,114";;
14215000;1;01/05/2012;01/01/1900 13:47;6;"809,0";"338,0";"432,0";"56,61";"0,78";"6,68";;
14215000;2;07/12/2011;01/01/1900 08:10;5;"411,0";"104,41";"212,0";"66,87";"0,49";"3,17";;0
14215000;1;07/12/2011;01/01/1900 08:10;5;"411,0";"104,41";"212,0";"66,87";"0,49";"3,17";;
14215000;2;28/06/2011;01/01/1900 07:15;4;"866,0";"323,0";"462,0";"73,79";"0,699";"6,27";;0
14215000;1;28/06/2011;01/01/1900 07:15;4;"866,0";"323,0";"462,0";"73,79";"0,699";"6,27";;
14215000;2;17/11/2010;01/01/1900 14:35;3;"555,0";"159,352";"294,71";"68,91";"0,541";"4,28";;0
14215000;1;17/11/2010;01/01/1900 14:35;3;"555,0";"159,352";"294,71";"68,91";"0,541";"4,28";;
14215000;2;17/07/2010;01/01/1900 15:45;2;"914,0";"343,456";"475,41";"76,71";"0,722";"6,2";;0
14215000;1;17/07/2010;01/01/1900 15:45;2;"914,0";"343,456";"475,41";"76,71";"0,722";"6,2";;
14215000;2;05/09/2009;01/01/1900 08:50;1;"461,0";"124,651";"249,94";"69,35";"0,499";"3,6";;0
14215000;1;05/09/2009;01/01/1900 08:50;1;"461,0";"124,651";"249,94";"69,35";"0,499";"3,6";;
